shift_days,cagr,max_dd,sharpe,calmar,multiple
367,-0.009479204743104153,-0.22803450595095942,0.010567327515673136,-0.04156916824308479,0.9764733832447495
368,0.00705577036100502,-0.255827263348574,0.12192495916080275,0.0275802127914384,1.017730431486424
369,0.018546939014015384,-0.24538184465301294,0.19414607308342974,0.07558399049547472,1.0470077310838688
370,-0.08506569834074595,-0.3478277642885118,-0.45066605872051707,-0.24456270336771255,0.8007334819134978
371,-0.15531617320834645,-0.4064403815044313,-0.944083702065087,-0.3821376523500116,0.6557835743748522
372,-0.13253102042843812,-0.37744420438628334,-0.7876136763095942,-0.35112744847660565,0.7008999277017176
373,-0.081859757288266,-0.3046986150658594,-0.4608827402649268,-0.2686581206500474,0.8077654096843611
374,-0.034030178849465686,-0.19911134887634185,-0.14494486229035441,-0.17091029236409894,0.9170944007816159
375,-0.14767444349585157,-0.3806188630604702,-0.8830818511140361,-0.387985089095256,0.6707142380980241
376,-0.20064298793071111,-0.46284054807282304,-1.3016151162516516,-0.4335034792568392,0.5713276696744607
377,-0.23023968382994153,-0.5048832159799311,-1.5137601246819496,-0.4560256244269634,0.5199094215167559
378,-0.22302343691019744,-0.49142670960123,-1.433300809958036,-0.4538284805300278,0.532178472856132
379,-0.2347512286960387,-0.5015631068757309,-1.574287658271401,-0.46803926660060646,0.5123259673923303
380,-0.15902626997600788,-0.43450340761693285,-0.9965147265550396,-0.3659954494907177,0.6486072757690666
381,-0.1720962176347024,-0.449547486162591,-1.0448779270223345,-0.3828209987419642,0.623702861628286
382,-0.06656674660114503,-0.2732312685756222,-0.31615228629059433,-0.24362785031216647,0.8418183914453136
383,-0.037937183448429,-0.24176613287532356,-0.14195237285350895,-0.1569168642325633,0.9078504691780502
384,-0.061234642975330655,-0.25852090348411383,-0.27596371607027775,-0.23686534492980968,0.8538901981487254
385,0.016287028665025627,-0.15619168206170653,0.18003308247797695,0.1042759028524395,1.0412105383524706
386,-0.016341520627534467,-0.2401042565563435,-0.012861320278052975,-0.0680601038145266,0.959650953081201
387,-0.026275476299170486,-0.2521797741183075,-0.06693544798767347,-0.10419343260591399,0.9356086485061389
388,-0.05661354752798353,-0.3039838529393415,-0.2523941253637766,-0.18623866689156182,0.8644358110607262
389,-0.019766387109907857,-0.29744799653052056,-0.041229491412398664,-0.0664532534778047,0.9513206939815276
390,-0.08365546904160548,-0.33190437569427,-0.4521132731255477,-0.2520469001549524,0.8038221421524497
391,-0.08834093367054008,-0.3783330335456744,-0.48861498679102244,-0.23350045023196497,0.7935876213363793
392,-0.026926350969959878,-0.2997452152504083,-0.09143818037427709,-0.08983079495519386,0.9340461545769668
393,0.03098909064773636,-0.19670244909737378,0.2750630695384424,0.15754298327213917,1.0792713253665944
394,-0.008484174827003255,-0.29516034510458566,0.02168640563100067,-0.02874429091752489,0.978927191164268
395,-0.005194728766417245,-0.32447760219712374,0.038119791653150804,-0.016009514158272748,0.9870654908882177
396,-0.005838882140885238,-0.3086060112638058,0.034415096518811555,-0.01892018278248632,0.9854686308972644
397,0.008046058880162965,-0.2362280849504289,0.12909602948871168,0.034060551614137596,1.020233897468631
398,0.0980520886404701,-0.13549570930438248,0.7183533093763217,0.7236545654755925,1.263407508117814
399,0.0414882520308415,-0.24189289646537537,0.34970963173092795,0.1715149664875758,1.1069548229558686
400,0.03945503480381829,-0.24462996642310086,0.32310670067210184,0.16128455307711018,1.101560910895596
401,0.08508374679417008,-0.19398980200194815,0.618212560781079,0.4385990702403811,1.2264391605325857
402,-0.03793150969688297,-0.21081036196145353,-0.18433841185784375,-0.1799319034603181,0.9078638524924425
403,0.002700785740582523,-0.13944927876502133,0.09356207961422797,0.019367513152459364,1.0067647179202548
404,-0.05244242800872678,-0.23396825975623714,-0.29026131239853153,-0.2241433434747286,0.8740213117125843
405,0.013137631343348666,-0.2054364208734506,0.1619328147620542,0.06394986481701549,1.0331637908656781
406,0.05740368089146752,-0.2168787954793172,0.43522394570799755,0.26468092818664635,1.1497244012360441
